	Libris	Titel	Fil namn	Äldre länk	
	http://libris.kb.se/bib/19154325	Nationella riktlinjer för hjärtsjukvård - rättelseblad	2015-10-4-rattelseblad.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-10-4-rattelseblad.pdf	
	http://libris.kb.se/bib/18739866	Nationella riktlinjer för hjärtsjukvård - Stöd för styrning och ledning	2015-10-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19925/2015-10-4.pdf	
	http://libris.kb.se/bib/18041788	Nationella riktlinjer för hjärtsjukvård - stöd för styrning och ledning - remissversion	2015-1-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19657/2015-1-12.pdf	
	http://libris.kb.se/bib/18164462	Nationella riktlinjer för hjärtsjukvård - tillstånds- och åtgärdslista	nr-hjartsjukvard-remissversion-tillstand-och-atgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-remissversion-tillstand-och-atgardslista.xls	
	http://libris.kb.se/bib/21253872	Nationella riktlinjer för hjärtsjukvård - Tillstånds- och åtgärdslista 2008	nr-hjartsjukvard-2008-tillstandsochatgardslista.csv	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2008-tillstandsochatgardslista.csv	
	http://libris.kb.se/bib/21216086	Nationella riktlinjer för hjärtsjukvård - tillstånds- och åtgärdslista 2011	nr-hjartsjukvard-2011-tillstandsochatgardslista.csv	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2011-tillstandsochatgardslista.csv	
	http://libris.kb.se/bib/18164463	Nationella riktlinjer för hjärtsjukvård - vetenskapligt underlag	nr-hjartsjukvard-remissversion-vetenskapligt-underlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-remissversion-vetenskapligt-underlag.pdf	
	http://libris.kb.se/bib/18164465	Nationella riktlinjer för hjärtsjukvård - Vetenskapligt underlag för behandling med antikoagulantia vid förmaksflimmer (remissversion)	nr-stroke-antikoagulantia-2015-vetenskapligt-underlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-antikoagulantia-2015-vetenskapligt-underlag.pdf	
	http://libris.kb.se/bib/10646543	Nationella riktlinjer för hjärtsjukvård 2007	2007-102-13_200710213_rev1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8935/2007-102-13_200710213_rev1.pdf	
	http://libris.kb.se/bib/10646551	Nationella riktlinjer för hjärtsjukvård 2007	2007-102-14_200710214.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8936/2007-102-14_200710214.pdf	
	http://libris.kb.se/bib/10646547	Nationella riktlinjer för hjärtsjukvård 2007	200710214_tom_18_bilaga2.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/DC704416-5A48-4D12-89D5-F5E40A41100E/8340/200710214_tom_18_bilaga2.pdf	
	http://libris.kb.se/bib/10646551	Nationella riktlinjer för hjärtsjukvård 2007	200710214_tom_18_bilaga2.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/3BAB24E7-AD95-464B-A292-71CFBBFEBA82/8339/200710214_tom_18_bilaga2.pdf	
	http://libris.kb.se/bib/10646554	Nationella riktlinjer för hjärtsjukvård 2007	200710214_tom_18_bilaga2.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/D444B19C-0C51-4983-868D-AA75FDCDA906/8344/200710214_tom_18_bilaga2.pdf	
	http://libris.kb.se/bib/10646558	Nationella riktlinjer för hjärtsjukvård 2007	200710214_tom_18_bilaga2.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/2455A7B8-2BF4-422D-927E-96545CC0A3EE/8342/200710214_tom_18_bilaga2.pdf	
	http://libris.kb.se/bib/10646560	Nationella riktlinjer för hjärtsjukvård 2007	200710214_tom_18_bilaga2.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/C5E79256-196B-4629-8C55-FC9ADCA9836F/8346/200710214_tom_18_bilaga2.pdf	
	http://libris.kb.se/bib/10646547	Nationella riktlinjer för hjärtsjukvård 2007	2007-102-15_200710214_tom_18_bilaga2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8937/2007-102-15_200710214_tom_18_bilaga2.pdf	
	http://libris.kb.se/bib/10646558	Nationella riktlinjer för hjärtsjukvård 2007	200710216.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/2455A7B8-2BF4-422D-927E-96545CC0A3EE/8343/200710216.pdf	
	http://libris.kb.se/bib/10646554	Nationella riktlinjer för hjärtsjukvård 2007	200710217.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/D444B19C-0C51-4983-868D-AA75FDCDA906/8345/200710217.pdf	
	http://libris.kb.se/bib/10646560	Nationella riktlinjer för hjärtsjukvård 2007	200710218.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/C5E79256-196B-4629-8C55-FC9ADCA9836F/8347/200710218.pdf	
	http://libris.kb.se/bib/11358538	Nationella riktlinjer för hjärtsjukvård 2008	2008-102-7_20081028.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8592/2008-102-7_20081028.pdf	
	http://libris.kb.se/bib/20908510	Nationella riktlinjer för hjärtsjukvård 2008	nr-hjartsjukvard-2008-sammanfattning.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2008-sammanfattning.pdf	
	http://libris.kb.se/bib/20908856	Nationella riktlinjer för hjärtsjukvården - Bilaga 4 till beslutsstödsdokument	nr-hjartsjukvard-indikatorer.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-indikatorer.pdf	
	http://libris.kb.se/bib/18164464	Nationella riktlinjer för hjätsjukvård - tillstånds- och åtgärdslista 2015 - antikoagulantia	nr-stroke-antikoagulantia-2015-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-antikoagulantia-2015-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/10646566	Nationella riktlinjer för kolorektalcancersjukvård	2007-102-3_20071024.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8944/2007-102-3_20071024.pdf	
	http://libris.kb.se/bib/10426413	Nationella riktlinjer för kolorektalcancersjukvård :	20071024.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/96F650D3-FE76-45B9-8715-DDCCC680C6CF/7266/20071024.pdf	
	http://libris.kb.se/bib/10646569	Nationella riktlinjer för missbruks- och beroendevård	2007-102-1_20071021_rev.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8933/2007-102-1_20071021_rev.pdf	
	http://libris.kb.se/bib/10585214	Nationella riktlinjer för missbruks- och beroendevård :	2007-101-7_20071017.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8931/2007-101-7_20071017.pdf	
	http://libris.kb.se/bib/10362159	Nationella riktlinjer för missbruks- och beroendevård :	2007-102-1_20071021_rev.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8933/2007-102-1_20071021_rev.pdf	
	http://libris.kb.se/bib/21782663	Nationella riktlinjer för missbruks- och beroendevård 2014 - stöd för styrning och ledning - Preliminär version	2014-3-24.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19405/2014-3-24.pdf	
	http://libris.kb.se/bib/22701800	Nationella riktlinjer för prevention och behandling vid ohälsosamma levnadsvanor-Remissversion	2017-11-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20734/2017-11-3.pdf	
	http://libris.kb.se/bib/10646572	Nationella riktlinjer för prostatacancersjukvård	20071029.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/C149EC33-888D-4E30-AE40-84DBA21D152F/7340/20071029.pdf	
	http://libris.kb.se/bib/10426428	Nationella riktlinjer för prostatacancersjukvård :	20071029.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/C149EC33-888D-4E30-AE40-84DBA21D152F/7340/20071029.pdf	
	http://libris.kb.se/bib/16635810	Nationella riktlinjer för psykosociala insatser vid schizofreni eller schizofreniliknande tillstånd 2011	2011-1-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18217/2011-1-3.pdf	
	http://libris.kb.se/bib/12065640	Nationella riktlinjer för rörelseorganens sjukdomar 2010 :	2010-11-15.pdf	http://www.socialstyrelsen.se/publikationer2010/2010-11-15.pdf	
	http://libris.kb.se/bib/12454335	Nationella riktlinjer för sjukdomsförebyggande metoder 2011	2011-11-11.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18484/2011-11-11.pdf	
	http://libris.kb.se/bib/12454335	Nationella riktlinjer för sjukdomsförebyggande metoder 2011	2011-11-11.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18484/2011-11-11.pdf	
	http://libris.kb.se/bib/12511305	Nationella riktlinjer för sjukdomsförebyggande metoder 2011 :	2011-11-11.pdf	http://www.socialstyrelsen.se/publikationer2011/2011-11-11.pdf	
	http://libris.kb.se/bib/18164466	Nationella Riktlinjer för stroke vetenskapligt underlag 2009 uppdatering	nr-stroke-vetenskapligt-underlag-2009-uppdatering.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-vetenskapligt-underlag-2009-uppdatering.pdf	
	http://libris.kb.se/bib/11732253	Nationella riktlinjer för strokesjukvård	2009-11-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/17790/2009-11-4.pdf	
	http://libris.kb.se/bib/11609637	Nationella riktlinjer för strokesjukvård	2009-126-35.pdf	http://www.socialstyrelsen.se/publikationer2009/2009-126-35.pdf	
	http://libris.kb.se/bib/20907005	Nationella riktlinjer för vuxentandvård - Tillstånds- och åtgärdslista	nr-vuxentandvard-tillstandsochatgardslista.csv	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-vuxentandvard-tillstandsochatgardslista.csv	
	http://libris.kb.se/bib/12039136	Nationella riktlinjer för vuxentandvård 2010 :	2010-10-19.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18151/2010-10-19.pdf	
	http://libris.kb.se/bib/16635815	Nationella riktlinjer för vuxentandvård 2011	2011-5-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18313/2011-5-1.pdf	
	http://libris.kb.se/bib/20172703	Nationella riktlinjer för vård och omsorg vid demens - Remissversion	2016-11-7.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20399/2016-11-7.pdf	
	http://libris.kb.se/bib/22542798	Nationella riktlinjer för vård och omsorg vid demenssjukdom - databasexport	nr-demens-db-export.csv	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-demens-db-export.csv	
	http://libris.kb.se/bib/20172706	Nationella riktlinjer för vård och omsorg vid demenssjukdom - HE kunskapsunderlag	2016-11-7-HE_kunskapsunderlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2016-11-7-HE_kunskapsunderlag.pdf	
	http://libris.kb.se/bib/20172746	Nationella riktlinjer för vård och omsorg vid demenssjukdom - Kunskapsunderlag	2016-11-7-Kunskapsunderlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2016-11-7-Kunskapsunderlag.pdf	
	http://libris.kb.se/bib/20172768	Nationella riktlinjer för vård och omsorg vid demenssjukdom - Metodbeskrivning	2016-11-7-Metodbeskrivning.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2016-11-7-Metodbeskrivning.pdf	
	http://libris.kb.se/bib/20031833	Nationella riktlinjer för vård och omsorg vid demenssjukdom :	2016-11-7.pdf	http://www.socialstyrelsen.se/publikationer2016/2016-11-7.pdf	
	http://libris.kb.se/bib/11877930	Nationella riktlinjer för vård och omsorg vid demenssjukdom 2010	2010-5-1.pdf	http://www.socialstyrelsen.se/publikationer2010/2010-5-1.pdf	
	http://libris.kb.se/bib/11855352	Nationella riktlinjer för vård och omsorg vid demenssjukdom 2010 :	2010-5-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18012/2010-5-1.pdf	
	http://libris.kb.se/bib/18232953	Nationella riktlinjer för vård och stöd vid missbruk och beroende - Stöd för styrning och ledning	2015-4-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19770/2015-4-2.pdf	
	http://libris.kb.se/bib/22190083	Nationella riktlinjer för vård och stöd vid missbruk och beroende :	2015-4-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19770/2015-4-2.pdf	
	http://libris.kb.se/bib/17964697	Nationella riktlinjer för vård och stöd vid missbruk och beroende :	2015-4-2.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-4-2.pdf	
	http://libris.kb.se/bib/18437381	Nationella riktlinjer för vård och stöd vid missbruk och beroende, Bilaga Hälsoekonomiskt underlag	nr-missbruk-beroende-halsoekonomiskt-underlag-2015.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-missbruk-beroende-halsoekonomiskt-underlag-2015.pdf	
	http://libris.kb.se/bib/18859514	Nationella riktlinjer för vård vid astma och KOL -  Bilaga tillstånds- och åtgärdslista	nr-astma-kol-tillstands-och-atgardlista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-kol-tillstands-och-atgardlista.xls	
	http://libris.kb.se/bib/18859512	Nationella riktlinjer för vård vid astma och KOL - Bilaga metodbeskrivning	nr-astma-kol-metodbeskrivning-2015.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-kol-metodbeskrivning-2015.pdf	
	http://libris.kb.se/bib/19154337	Nationella riktlinjer för vård vid astma och KOL - Stöd för styrning och ledning	2015-11-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19949/2015-11-3.pdf	
	http://libris.kb.se/bib/18859509	Nationella riktlinjer för vård vid astma och KOL- Bilaga vetenskapligt underlag	nr-astma-kol-vetenskapligt-underlag-2015.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-kol-vetenskapligt-underlag-2015.pdf	
	http://libris.kb.se/bib/18749705	Nationella riktlinjer för vård vid astma och KOL Fullständigt kunskapsunderlag - Diagnostik och utredning	nr-astma-diagnostik.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-diagnostik.pdf	
	http://libris.kb.se/bib/18749707	Nationella riktlinjer för vård vid astma och KOL Fullständigt kunskapsunderlag - Kirurgisk behandling vid KOL	nr-astma-kirurgisk-kol.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-kirurgisk-kol.pdf	
	http://libris.kb.se/bib/18859517	Nationella riktlinjer för vård vid astma och KOL Fullständigt kunskapsunderlag - Läkemedelsbehandling vid astma	nr-astma-lakemedelsbehandling.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-lakemedelsbehandling.pdf	
	http://libris.kb.se/bib/18859586	Nationella riktlinjer för vård vid astma och KOL Fullständigt kunskapsunderlag - Läkemedelsbehandling vid KOL	nr-astma-lakemedelsbehandling-kol.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-lakemedelsbehandling-kol.pdf	
	http://libris.kb.se/bib/17869541	Nationella riktlinjer för vård vid astma och KOL Indikatorer	nr-astma-kol-indikatorer.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-kol-indikatorer.pdf	
	http://libris.kb.se/bib/19154286	Nationella riktlinjer för vård vid astma och KOL, tillstånds- och åtgärdslista	nr-astma-kol-tillstands-och-atgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-kol-tillstands-och-atgardslista.xls	
	http://libris.kb.se/bib/17869545	Nationella riktlinjer för vård vid astma och KOL, vetenskapligt underlag	nr-astma-kol-vetenskapligt-underlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-astma-kol-vetenskapligt-underlag.pdf	
	http://libris.kb.se/bib/11790391	Nationella riktlinjer för vård vid depression och ångestsyndrom 2010	2010-3-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/17948/2010-3-4.pdf	
	http://libris.kb.se/bib/19451099	Nationella riktlinjer för vård vid multipel skleros (MS) och Parkinsons sjukdom - Stöd för styrning och ledning - Remissversion 2016	2016-2-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19963/2016-2-1.pdf	
	http://libris.kb.se/bib/19304257	Nationella riktlinjer för vård vid multipel skleros (MS) och Parkinsons sjukdom :	msochparkinsonssjukdom.pdf	http://www.socialstyrelsen.se/riktlinjer/nationellariktlinjer/msochparkinsonssjukdom.pdf	
	http://libris.kb.se/bib/20204148	Nationella riktlinjer för vård vid multipel skleros och Parkinsons sjukdom - Indikatorer	2016-12-1-Indikatorbilaga.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2016-12-1-Indikatorbilaga.pdf	
	http://libris.kb.se/bib/22424553	Nationella riktlinjer för vård vid stroke - Stöd för styrning och ledning - Remissversion	2017-5-13.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20618/2017-5-13.pdf	
	http://libris.kb.se/bib/21254559	Nationella rådet för specialiseringstjänstgöring - minnesanteckningar från sammanträde 30 oktober 2013	ST-radet-minnesanteckningar-20131030.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/ST-radet-minnesanteckningar-20131030.pdf	
	http://libris.kb.se/bib/21563451	Nationella rådet för specialiseringstjänstgöring - Minnesanteckningar från sammanträde 4 december 2013	ST-radet-minnesanteckningar-20131204.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/ST-radet-minnesanteckningar-20131204.pdf	
	http://libris.kb.se/bib/14225594	Nationella screeningprogram :	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/22546137	Nationella vikter för öppenvårdsgrupper, NordDRG 2014	norddrg-ov-sjukhus-pv14.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/norddrg-ov-sjukhus-pv14.xls	
	http://libris.kb.se/bib/22547179	Nationellt kunskapsstöd för palliativ vård i livets slutskede - databasexport	nr-palliativvard-db-export.csv	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-palliativvard-db-export.csv	
	http://libris.kb.se/bib/17629143	Nationellt kunskapsstöd för vård och behandling av barn och ungdomar med könsdysfori :	2014-12-25.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-12-25.pdf	
	http://libris.kb.se/bib/22175966	Nationellt kunskapsstöd för vård och behandling av personer med könsdysfori - Metodbeskrivning och kunskapsunderlag - Bilaga - Preliminär version	2014-4-9.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19420/2014-4-9.pdf	
	http://libris.kb.se/bib/22175955	Nationellt kunskapsstöd för vård och behandling av personer med könsdysfori - vägledning och rekommendationer - stöd för styrning och ledning	2014-4-8.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19419/2014-4-8.pdf	
	http://libris.kb.se/bib/16488947	Nationellt kunskapsstöd för vård och behandling av personer med könsdysfori :	2014-4-8.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-4-8.pdf	
	http://libris.kb.se/bib/10176464	New methods of social assistance for long-term welfare recipients	200413117.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/0ACCE440-BF2D-4CAE-B6BB-C5CADD16B7D3/2371/200413117.pdf	
	http://libris.kb.se/bib/22543707	Nivåstrukturerad cancervård - för patienternas bästa	slutrapport-ns-20130910.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/slutrapport-ns-20130910.pdf	
	http://libris.kb.se/bib/21659776	nr diabetes indikatorbilaga-2014	nr-diabetes-indikatorbilaga-preliminar-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-diabetes-indikatorbilaga-preliminar-2014.pdf	
